rr,time,stage
1.238,1.34,2
1.246,2.586,2
1.246,3.832,2
1.252,5.084,2
1.128,6.212,2
1.16,7.372,2
1.148,8.52,2
1.178,9.698,2
1.236,10.934,2
1.248,12.182,2
1.156,13.338,2
1.182,14.52,2
1.154,15.674,2
1.192,16.866,2
1.19,18.056,2
1.178,19.234,2
1.192,20.426,2
1.152,21.578,2
1.182,22.76,2
1.25,24.01,2
1.222,25.232,2
1.216,26.448,2
1.178,27.626,2
1.218,28.844,2
1.294,30.138,0
1.258,31.396,0
1.206,32.602,0
1.106,33.708,0
1.088,34.796,0
1.068,35.864,0
1.052,36.916,0
1.134,38.05,0
1.10400000000001,39.154,0
1.058,40.212,0
1.026,41.238,0
1.032,42.27,0
1.008,43.278,0
1.008,44.286,0
1.1,45.386,0
1.18,46.566,0
1.21599999999999,47.782,0
1.136,48.918,0
1.142,50.06,0
1.166,51.226,0
1.168,52.394,0
1.246,53.64,0
1.278,54.918,0
1.242,56.16,0
1.218,57.378,0
1.256,58.634,0
1.234,59.868,0
1.224,61.092,0
1.294,62.386,0
1.268,63.654,0
1.29999999999999,64.954,0
1.30200000000001,66.256,0
1.2,67.456,0
1.24199999999999,68.698,0
1.30600000000001,70.004,0
1.26599999999999,71.27,0
1.364,72.634,0
1.336,73.97,0
1.226,75.196,0
1.164,76.36,0
1.22799999999999,77.588,0
1.22800000000001,78.816,0
1.304,80.12,0
1.32199999999999,81.442,0
1.20400000000001,82.646,0
1.18599999999999,83.832,0
1.114,84.946,0
1.012,85.958,0
0.912000000000006,86.87,0
1.01599999999999,87.886,0
1.22,89.106,0
1.224,90.33,0
1.23399999999999,91.564,0
1.242,92.806,0
1.226,94.032,0
1.19800000000001,95.23,0
1.22,96.45,0
1.194,97.644,0
1.178,98.822,0
1.084,99.906,0
1.05999999999999,100.966,0
1.116,102.082,0
1.20400000000001,103.286,0
1.258,104.544,0
1.188,105.732,0
1.142,106.874,0
1.13800000000001,108.012,0
1.20999999999999,109.222,0
1.352,110.574,0
1.298,111.872,0
1.28400000000001,113.156,0
1.22199999999999,114.378,0
1.18599999999999,115.564,0
1.25800000000001,116.822,0
1.194,118.016,0
1.166,119.182,0
1.27,120.452,0
1.256,121.708,0
1.22200000000001,122.93,0
1.23399999999999,124.164,0
1.19799999999999,125.362,0
1.164,126.526,0
1.14400000000001,127.67,0
1.19799999999999,128.868,0
1.148,130.016,0
1.14400000000001,131.16,0
1.148,132.308,0
1.12200000000001,133.43,0
1.184,134.614,0
1.15199999999999,135.766,0
1.09200000000001,136.858,0
1.11799999999999,137.976,0
1.15600000000001,139.132,0
1.154,140.286,0
