rr,time,stage
0.868,0.982,0
0.864,1.846,0
0.942,2.788,0
0.924,3.712,0
0.854,4.566,0
0.866000000000001,5.432,0
0.787999999999999,6.22,0
0.674,6.894,0
0.776,7.67,0
0.856,8.526,0
0.981999999999999,9.508,0
1.02,10.528,0
0.948,11.476,0
0.965999999999999,12.442,0
0.975999999999999,13.418,0
0.924000000000001,14.342,0
0.927999999999999,15.27,0
0.937999999999999,16.208,0
0.924000000000003,17.132,0
0.898,18.03,0
0.901999999999997,18.932,0
0.864000000000001,19.796,0
0.82,20.616,0
0.815999999999999,21.432,0
0.876000000000001,22.308,0
0.896000000000001,23.204,0
0.954000000000001,24.158,0
0.901999999999997,25.06,0
0.896000000000001,25.956,0
0.922000000000001,26.878,0
0.928000000000001,27.806,0
0.884,28.69,0
0.93,29.62,0
0.951999999999998,30.572,0
0.868000000000002,31.44,0
0.853999999999996,32.294,0
0.82,33.114,0
0.804000000000002,33.918,0
0.878,34.796,0
0.936,35.732,0
0.910000000000004,36.642,0
0.843999999999994,37.486,0
0.834000000000003,38.32,0
0.839999999999996,39.16,0
0.814,39.974,0
0.792000000000002,40.766,0
0.832000000000001,41.598,0
0.945999999999998,42.544,0
0.874000000000002,43.418,0
0.792000000000002,44.21,0
0.833999999999996,45.044,0
0.886000000000003,45.93,0
0.962000000000003,46.892,0
0.975999999999999,47.868,0
0.908000000000001,48.776,0
0.891999999999996,49.668,0
0.910000000000004,50.578,0
0.925999999999995,51.504,0
0.892000000000003,52.396,0
0.908000000000001,53.304,0
1.008,54.312,0
1.02200000000001,55.334,0
0.953999999999994,56.288,0
0.934000000000005,57.222,0
0.975999999999999,58.198,0
0.884,59.082,0
0.765999999999998,59.848,0
0.910000000000004,60.758,0
0.973999999999997,61.732,0
1.034,62.766,0
0.998000000000005,63.764,0
0.93399999999999,64.698,0
0.954000000000008,65.652,0
0.975999999999999,66.628,0
0.968000000000004,67.596,0
0.921999999999997,68.518,0
0.935999999999993,69.454,0
0.934000000000012,70.388,0
0.905999999999992,71.294,0
0.921999999999997,72.216,0
0.948000000000008,73.164,0
0.939999999999998,74.104,0
0.909999999999997,75.014,0
0.933999999999997,75.948,0
0.924000000000007,76.872,0
0.891999999999996,77.764,0
0.920000000000002,78.684,0
0.945999999999998,79.63,0
0.914000000000001,80.544,0
0.930000000000007,81.474,0
0.962000000000003,82.436,0
0.937999999999988,83.374,0
0.922000000000011,84.296,0
0.953999999999994,85.25,0
0.914000000000001,86.164,0
0.855999999999995,87.02,0
0.862000000000009,87.882,0
0.872,88.754,0
0.855999999999995,89.61,0
0.849999999999994,90.46,0
0.916000000000011,91.376,0
0.963999999999999,92.34,0
0.945999999999998,93.286,0
0.953999999999994,94.24,0
0.969999999999999,95.21,0
0.960000000000008,96.17,0
0.935999999999993,97.106,0
0.974000000000004,98.08,0
0.960000000000008,99.04,0
0.925999999999988,99.966,0
0.930000000000007,100.896,0
0.929999999999993,101.826,0
0.894000000000005,102.72,0
0.920000000000002,103.64,0
0.962000000000003,104.602,0
0.950000000000003,105.552,0
0.903999999999996,106.456,0
0.929999999999993,107.386,0
0.933999999999997,108.32,0
0.888000000000005,109.208,0
0.852000000000004,110.06,0
0.835999999999999,110.896,0
0.897999999999996,111.794,0
0.870000000000005,112.664,0
0.813999999999993,113.478,0
0.841999999999999,114.32,0
0.910000000000011,115.23,0
0.85799999999999,116.088,0
0.822000000000003,116.91,0
0.832000000000008,117.742,0
0.768000000000001,118.51,0
0.745999999999995,119.256,0
0.670000000000002,119.926,0
0.730000000000004,120.656,0
0.751999999999995,121.408,0
0.799999999999997,122.208,0
0.802000000000007,123.01,0
0.835999999999999,123.846,0
0.847999999999999,124.694,0
0.849999999999994,125.544,0
0.88000000000001,126.424,0
0.895999999999987,127.32,0
0.798000000000002,128.118,0
0.762,128.88,0
0.768000000000001,129.648,0
0.836000000000013,130.484,0
0.798000000000002,131.282,0
0.771999999999991,132.054,0
0.855999999999995,132.91,0
0.867999999999995,133.778,0
0.906000000000006,134.684,0
0.954000000000008,135.638,0
0.907999999999987,136.546,0
0.909999999999997,137.456,0
0.962000000000018,138.418,0
0.931999999999988,139.35,0
0.936000000000007,140.286,0
0.933999999999997,141.22,0
0.882000000000005,142.102,0
0.925999999999988,143.028,0
0.930000000000007,143.958,0
0.872000000000014,144.83,0
0.839999999999975,145.67,0
0.79000000000002,146.46,0
0.691999999999979,147.152,0
0.646000000000015,147.798,0
0.521999999999991,148.32,0
0.915999999999997,149.236,0
0.725999999999999,149.962,0
0.644000000000005,150.606,0
0.640000000000015,151.246,0
0.665999999999997,151.912,0
0.72199999999998,152.634,0
0.818000000000012,153.452,0
0.912000000000006,154.364,0
0.907999999999987,155.272,0
0.867999999999995,156.14,0
0.902000000000015,157.042,0
0.943999999999988,157.986,0
0.966000000000008,158.952,0
0.912000000000006,159.864,0
0.847999999999985,160.712,0
0.734000000000009,161.446,0
0.710000000000008,162.156,0
0.888000000000005,163.044,0
0.917999999999978,163.962,0
0.882000000000005,164.844,0
0.912000000000006,165.756,0
0.930000000000007,166.686,0
0.941999999999979,167.628,0
0.888000000000005,168.516,0
0.870000000000005,169.386,0
0.918000000000006,170.304,0
0.954000000000008,171.258,0
0.923999999999978,172.182,0
0.886000000000024,173.068,0
0.903999999999996,173.972,0
0.935999999999979,174.908,0
0.912000000000006,175.82,0
0.802000000000021,176.622,0
0.777999999999992,177.4,0
0.783999999999992,178.184,0
0.806000000000012,178.99,0
0.807999999999993,179.798,0
0.77600000000001,180.574,0
0.819999999999993,181.394,0
0.777999999999992,182.172,0
0.700000000000017,182.872,0
0.677999999999997,183.55,0
0.705999999999989,184.256,0
0.782000000000011,185.038,0
0.775999999999982,185.814,0
0.744,186.558,0
0.742000000000019,187.3,0
0.739999999999981,188.04,0
0.725999999999999,188.766,0
0.76400000000001,189.53,0
0.825999999999993,190.356,0
0.846000000000004,191.202,0
0.834000000000003,192.036,0
0.840000000000003,192.876,0
0.835999999999984,193.712,0
0.826000000000022,194.538,0
0.811999999999983,195.35,0
0.777999999999992,196.128,0
0.802000000000021,196.93,0
0.74799999999999,197.678,0
0.688000000000017,198.366,0
0.699999999999989,199.066,0
0.722000000000008,199.788,0
0.780000000000001,200.568,0
0.851999999999975,201.42,0
0.866000000000014,202.286,0
0.846000000000004,203.132,0
